,Name job,Link,Min_salary,Max_salary,Where,Employer,Employer_link,Address
257,Senior Software Engineer (Python + Open edX),https://hh.ru/vacancy/45603878?from=vacancy_search_list&query=Python,,,hh.ru,Schaffhausen Institute of Technology,https://hh.ru/employer/5022461,Москва
258,Разработчик нейронных сетей (Computer Vision Engineer),https://hh.ru/vacancy/49003941?from=vacancy_search_list&query=Python,,,hh.ru,ООО ВойсЛинк,https://hh.ru/employer/2584006,"Москва, Тимирязевская и еще 2 "
259,Backend-разработчик,https://hh.ru/vacancy/48089925?from=vacancy_search_list&query=Python,150000.0,,hh.ru,Наймиум,https://hh.ru/employer/4940016,Москва
260,Senior Python Developer (Tech lead),https://hh.ru/vacancy/47608994?from=vacancy_search_list&query=Python,,,hh.ru,ООО Эвокарго,https://hh.ru/employer/4751605,"Москва, Алексеевская"
261,Software Development Engineer in Test Python (KATA),https://hh.ru/vacancy/49115194?from=vacancy_search_list&query=Python,,,hh.ru,Лаборатория Касперского,https://hh.ru/employer/1057,"Москва, Водный стадион"
262,Senior Data engineer,https://hh.ru/vacancy/48751172?from=vacancy_search_list&query=Python,,,hh.ru,Мокка,https://hh.ru/employer/1220357,"Москва, Тульская"
263,Data Engineer,https://hh.ru/vacancy/48737536?from=vacancy_search_list&query=Python,,,hh.ru,АДВ,https://hh.ru/employer/1994,Москва
264,Data scientist / Senior data scientist,https://hh.ru/vacancy/47771885?from=vacancy_search_list&query=Python,,,hh.ru,"Компания «СПОРТМАСТЕР», SM Lab",https://hh.ru/employer/2343?dpt=2343-2343-it,"Москва, Аэропорт"
265,Data Scientist (Middle),https://hh.ru/vacancy/47765295?from=vacancy_search_list&query=Python,140000.0,160000.0,hh.ru,ООО Строительный Двор,https://hh.ru/employer/665449,Москва
266,Data Analyst,https://hh.ru/vacancy/48708327?from=vacancy_search_list&query=Python,160000.0,220000.0,hh.ru,ООО LetyShops,https://hh.ru/employer/2482976,"Москва, Дмитровская"
267,Разработчик C/C++,https://hh.ru/vacancy/47888320?from=vacancy_search_list&query=Python,,200000.0,hh.ru,Betterstore,https://hh.ru/employer/4693840,"Москва, Шаболовская"
268,Middle Python-Developer (Руководитель команды разработки),https://hh.ru/vacancy/47530291?from=vacancy_search_list&query=Python,,,hh.ru,ООО Соушиал Линкс,https://hh.ru/employer/2363532,"Москва, Калужская"
269,Devops инженер,https://hh.ru/vacancy/49041641?from=vacancy_search_list&query=Python,,350000.0,hh.ru,ООО Просенс,https://hh.ru/employer/2470301,Москва
270,Senior Python Web Developer (Django/Flask),https://hh.ru/vacancy/49092731?from=vacancy_search_list&query=Python,,,hh.ru,Ingram Micro,https://hh.ru/employer/7643,"Москва, Белорусская"
271,Senior Data Analyst (ML),https://hh.ru/vacancy/48651814?from=vacancy_search_list&query=Python,,,hh.ru,Qlean,https://hh.ru/employer/1576236,"Москва, Савеловская"
272,Разработчик баз данных,https://hh.ru/vacancy/49131771?from=vacancy_search_list&query=Python,,,hh.ru,WILDBERRIES,https://hh.ru/employer/87021,Москва
273,Data engineer (Big Data),https://hh.ru/vacancy/48405123?from=vacancy_search_list&query=Python,,,hh.ru,Tele2,https://hh.ru/employer/4219,Москва
274,Quantitative Researcher,https://hh.ru/vacancy/48381018?from=vacancy_search_list&query=Python,250000.0,,hh.ru,Alber Blanc,https://hh.ru/employer/3455245,Москва
275,Data engineer (удаленно),https://hh.ru/vacancy/48095633?from=vacancy_search_list&query=Python,,,hh.ru,Билайн,https://hh.ru/employer/4934,Москва
276,DevOps engineer,https://hh.ru/vacancy/47175180?from=vacancy_search_list&query=Python,347000.0,,hh.ru,NetworkOptix,https://hh.ru/employer/899854,"Москва, Бауманская и еще 1 "
277,Разработчик Big Data,https://hh.ru/vacancy/48370619?from=vacancy_search_list&query=Python,,,hh.ru, Альфа-Банк,https://hh.ru/employer/80?dpt=80-80-bank,Москва
278,Lead Data Scientist,https://hh.ru/vacancy/49109116?from=vacancy_search_list&query=Python,300000.0,,hh.ru,ООО Сеть Партнерств,https://hh.ru/employer/5290101,Москва
279,"Инженер по автоматизации тестирования Python, Кастомные интеграции и селлер апи",https://hh.ru/vacancy/47219792?from=vacancy_search_list&query=Python,,,hh.ru,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,"Москва, Деловой центр и еще 2 "
280,Senior Data Scientist/ML Engineer SberDevices,https://hh.ru/vacancy/45656342?from=vacancy_search_list&query=Python,,,hh.ru,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва
281,Fullstack (python+angular) разработчик,https://hh.ru/vacancy/48500030?from=vacancy_search_list&query=Python,,,hh.ru,Центр Методического Обеспечения Оптимизации Процессов Государственного Управления в Московской области,https://hh.ru/employer/3716085,Москва
282,Senior Data Scientist/ML Engineer SberDevices,https://hh.ru/vacancy/46688716?from=vacancy_search_list&query=Python,,,hh.ru,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва
283,Senior QA Engineer (Automation),https://hh.ru/vacancy/48643961?from=vacancy_search_list&query=Python,,320000.0,hh.ru,ООО КИБЕР-РОМ,https://hh.ru/employer/5599143,Москва
284,Data Engineer,https://hh.ru/vacancy/48501169?from=vacancy_search_list&query=Python,,,hh.ru,WILDBERRIES,https://hh.ru/employer/87021,Москва
285,Senior DataBase Developer,https://hh.ru/vacancy/48819318?from=vacancy_search_list&query=Python,250000.0,300000.0,hh.ru,Vital Partners,https://hh.ru/employer/1196681,Москва
286,Go разработчик,https://hh.ru/vacancy/46647271?from=vacancy_search_list&query=Python,,350000.0,hh.ru,ANCOR,https://hh.ru/employer/1947314?dpt=1947314-1947314-ancor,Москва
287,"Инженер по автоматизации тестирования Python, Логистика/Сортировка",https://hh.ru/vacancy/47391272?from=vacancy_search_list&query=Python,,,hh.ru,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,"Москва, Деловой центр и еще 2 "
288,Аналитик - исследователь,https://hh.ru/vacancy/49088276?from=vacancy_search_list&query=Python,130000.0,,hh.ru,Legal Talents,https://hh.ru/employer/5635432,Москва
289,Программист / Ведущий программист Data Science (computer vision),https://hh.ru/vacancy/42366566?from=vacancy_search_list&query=Python,,,hh.ru,"Программный Продукт, ИТ-компания",https://hh.ru/employer/2393,"Москва, Парк Победы и еще 1 "
290,Go (Golang) Developer (Senior\Lead),https://hh.ru/vacancy/48789591?from=vacancy_search_list&query=Python,,400000.0,hh.ru,evrone.ru,https://hh.ru/employer/598471,Москва
291,DevOps Engineer (Kubernetes) в Evrone,https://hh.ru/vacancy/48501675?from=vacancy_search_list&query=Python,,300000.0,hh.ru,evrone.ru,https://hh.ru/employer/598471,Москва
292,Middle data scientist,https://hh.ru/vacancy/46125724?from=vacancy_search_list&query=Python,,,hh.ru,"Компания «СПОРТМАСТЕР», SM Lab",https://hh.ru/employer/2343?dpt=2343-2343-it,"Москва, Аэропорт"
293,Разработчик BI,https://hh.ru/vacancy/48975815?from=vacancy_search_list&query=Python,200000.0,250000.0,hh.ru,ООО Студия Данных,https://hh.ru/employer/4021338,"Москва, Алексеевская"
294,Аналитик-разработчик / Data scientist (Middle/Senior),https://hh.ru/vacancy/48252917?from=vacancy_search_list&query=Python,,,hh.ru,"Компания «СПОРТМАСТЕР», SM Lab",https://hh.ru/employer/2343?dpt=2343-2343-it,"Москва, Аэропорт"
295,Data analyst (middle)/ Ведущий аналитик данных,https://hh.ru/vacancy/49130874?from=vacancy_search_list&query=Python,120000.0,200000.0,hh.ru,ООО Автоматизация и Консалтинг,https://hh.ru/employer/839098,Москва
296,Junior Data Analyst - Computer Forensics,https://hh.ru/vacancy/49142401?from=vacancy_search_list&query=Python,,,hh.ru,"PwC, Департамент бизнес-консультирования",https://hh.ru/employer/1201?dpt=pwc-1201-bcon,"Москва, Белорусская"
297,DevOps - инженер,https://hh.ru/vacancy/48205600?from=vacancy_search_list&query=Python,,200000.0,hh.ru,ООО МЕДИКАЛ НОУТ,https://hh.ru/employer/3102113,"Москва, Водный стадион"
298,Senior Data Analyst,https://hh.ru/vacancy/48060750?from=vacancy_search_list&query=Python,200000.0,,hh.ru,AppQuantum,https://hh.ru/employer/3380507,"Москва, Автозаводская"
299,Инженер программист (Golang),https://hh.ru/vacancy/48499259?from=vacancy_search_list&query=Python,100000.0,200000.0,hh.ru,ООО ФАЙВДЖЕН,https://hh.ru/employer/4938750,Москва
300,Python Backend Developer / WEB-разработчик,https://www.superjob.ru/vakansii/python-backend-developer-39595398.html,185000.0,185000.0,superjob.ru/,Perfect Systems,https://www.superjob.ru/clients/perfect-systems-4144490.html,Москва
301,Senior python developer / Teamlead (Odoo),https://www.superjob.ru/vakansii/senior-python-developer-39529912.html,180000.0,,superjob.ru/,АЙКРАФТ,https://www.superjob.ru/clients/ajkraft-142735.html,"Москва, Большая Тульская улица, 43, Тульская и ещё 9 станций"
302,Разработчик Python,https://www.superjob.ru/vakansii/razrabotchik-python-39276300.html,240000.0,300000.0,superjob.ru/,1ceo,https://www.superjob.ru/clients/1ceo-3452756.html,Москва
303,Программист Python,https://www.superjob.ru/vakansii/programmist-python-39366981.html,120000.0,,superjob.ru/,Фирма ВОДОКОМФОРТ,https://www.superjob.ru/clients/firma-vodokomfort-37863.html,Москва
304,Python Django fullstack разработчик,https://www.superjob.ru/vakansii/python-django-fullstack-razrabotchik-39274896.html,,200000.0,superjob.ru/,Алекс Персонал,https://www.superjob.ru/clients/aleks-personal-3907968.html,Москва
305,Старший системный интегратор / Senior Разработчик Python,https://www.superjob.ru/vakansii/starshij-sistemnyj-integrator-39272138.html,140000.0,170000.0,superjob.ru/,Робот Карл,https://www.superjob.ru/clients/robot-karl-3937840.html,Москва
306,Разработчик Python + DS ML,https://www.superjob.ru/vakansii/razrabotchik-python-39527128.html,,250000.0,superjob.ru/,Lion Recruitment,https://www.superjob.ru/clients/lion-recruitment-4146235.html,Москва
307,Middle Python QA Engineer,https://www.superjob.ru/vakansii/middle-python-qa-engineer-39416782.html,,150000.0,superjob.ru/,ГОУ Высшее профессиональное образование Государственный университет - Высшая школа экономики,https://www.superjob.ru/clients/gou-vysshee-professionalnoe-obrazovanie-gosudarstvennyj-universitet---vysshaya-shkola-ekonomiki-59436.html,"Москва, Мясницкая улица, 11"
308,Python developer,https://www.superjob.ru/vakansii/python-developer-39307397.html,120000.0,140000.0,superjob.ru/,Базис1,https://www.superjob.ru/clients/bazis1-4212188.html,"Москва, улица Орджоникидзе, 11с44"
309,Senior Python developer (Fullstack),https://www.superjob.ru/vakansii/senior-python-developer-39485242.html,260000.0,320000.0,superjob.ru/,БиДжи,https://www.superjob.ru/clients/bidzhi-4222233.html,Москва
310,"Бэкенд-разработчик (Python, удаленная работа)",https://www.superjob.ru/vakansii/bekend-razrabotchik-39565873.html,,220000.0,superjob.ru/,"""Авиакомпания ""ЮТэйр""",https://www.superjob.ru/clients/aviakompaniya-yutejr-239795.html,Москва
311,Python разработчик (middle +),https://www.superjob.ru/vakansii/python-razrabotchik-39302335.html,,180000.0,superjob.ru/,МЕДИКАЛ НОУТ,https://www.superjob.ru/clients/medikal-nout-3934279.html,"Москва, Замоскворецкая линия, метро Водный стадион, Водный стадион"
312,Старший разработчик Python,https://www.superjob.ru/vakansii/starshij-razrabotchik-python-39531755.html,240000.0,300000.0,superjob.ru/,1ceo,https://www.superjob.ru/clients/1ceo-3452756.html,Москва
313,Senior Python Developer / Data Engineer,https://www.superjob.ru/vakansii/senior-python-developer-39416755.html,,300000.0,superjob.ru/,ГОУ Высшее профессиональное образование Государственный университет - Высшая школа экономики,https://www.superjob.ru/clients/gou-vysshee-professionalnoe-obrazovanie-gosudarstvennyj-universitet---vysshaya-shkola-ekonomiki-59436.html,"Москва, Мясницкая улица, 11"
314,Системный администратор,https://www.superjob.ru/vakansii/sistemnyj-administrator-39289217.html,150000.0,,superjob.ru/,Эссистэнс Сервисес,https://www.superjob.ru/clients/essistens-servises-3962391.html,Москва
315,Специалист службы поддержки с техническими знаниями (Контест),https://www.superjob.ru/vakansii/specialist-sluzhby-podderzhki-s-tehnicheskimi-znaniyami-39678861.html,15000.0,,superjob.ru/,Яндекс,https://www.superjob.ru/clients/yandeks-3237849.html,Москва
316,Python Backend Developer / WEB-разработчик,https://www.superjob.ru/vakansii/python-backend-developer-39595398.html,185000.0,185000.0,superjob.ru/,Perfect Systems,https://www.superjob.ru/clients/perfect-systems-4144490.html,Москва
317,Senior python developer / Teamlead (Odoo),https://www.superjob.ru/vakansii/senior-python-developer-39529912.html,180000.0,,superjob.ru/,АЙКРАФТ,https://www.superjob.ru/clients/ajkraft-142735.html,"Москва, Большая Тульская улица, 43, Тульская и ещё 9 станций"
318,Разработчик Python,https://www.superjob.ru/vakansii/razrabotchik-python-39276300.html,240000.0,300000.0,superjob.ru/,1ceo,https://www.superjob.ru/clients/1ceo-3452756.html,Москва
319,Программист Python,https://www.superjob.ru/vakansii/programmist-python-39366981.html,120000.0,,superjob.ru/,Фирма ВОДОКОМФОРТ,https://www.superjob.ru/clients/firma-vodokomfort-37863.html,Москва
320,Python Django fullstack разработчик,https://www.superjob.ru/vakansii/python-django-fullstack-razrabotchik-39274896.html,,200000.0,superjob.ru/,Алекс Персонал,https://www.superjob.ru/clients/aleks-personal-3907968.html,Москва
321,Старший системный интегратор / Senior Разработчик Python,https://www.superjob.ru/vakansii/starshij-sistemnyj-integrator-39272138.html,140000.0,170000.0,superjob.ru/,Робот Карл,https://www.superjob.ru/clients/robot-karl-3937840.html,Москва
322,Разработчик Python + DS ML,https://www.superjob.ru/vakansii/razrabotchik-python-39527128.html,,250000.0,superjob.ru/,Lion Recruitment,https://www.superjob.ru/clients/lion-recruitment-4146235.html,Москва
323,Middle Python QA Engineer,https://www.superjob.ru/vakansii/middle-python-qa-engineer-39416782.html,,150000.0,superjob.ru/,ГОУ Высшее профессиональное образование Государственный университет - Высшая школа экономики,https://www.superjob.ru/clients/gou-vysshee-professionalnoe-obrazovanie-gosudarstvennyj-universitet---vysshaya-shkola-ekonomiki-59436.html,"Москва, Мясницкая улица, 11"
324,Python developer,https://www.superjob.ru/vakansii/python-developer-39307397.html,120000.0,140000.0,superjob.ru/,Базис1,https://www.superjob.ru/clients/bazis1-4212188.html,"Москва, улица Орджоникидзе, 11с44"
325,Senior Python developer (Fullstack),https://www.superjob.ru/vakansii/senior-python-developer-39485242.html,260000.0,320000.0,superjob.ru/,БиДжи,https://www.superjob.ru/clients/bidzhi-4222233.html,Москва
326,"Бэкенд-разработчик (Python, удаленная работа)",https://www.superjob.ru/vakansii/bekend-razrabotchik-39565873.html,,220000.0,superjob.ru/,"""Авиакомпания ""ЮТэйр""",https://www.superjob.ru/clients/aviakompaniya-yutejr-239795.html,Москва
327,Python разработчик (middle +),https://www.superjob.ru/vakansii/python-razrabotchik-39302335.html,,180000.0,superjob.ru/,МЕДИКАЛ НОУТ,https://www.superjob.ru/clients/medikal-nout-3934279.html,"Москва, Замоскворецкая линия, метро Водный стадион, Водный стадион"
328,Старший разработчик Python,https://www.superjob.ru/vakansii/starshij-razrabotchik-python-39531755.html,240000.0,300000.0,superjob.ru/,1ceo,https://www.superjob.ru/clients/1ceo-3452756.html,Москва
329,Senior Python Developer / Data Engineer,https://www.superjob.ru/vakansii/senior-python-developer-39416755.html,,300000.0,superjob.ru/,ГОУ Высшее профессиональное образование Государственный университет - Высшая школа экономики,https://www.superjob.ru/clients/gou-vysshee-professionalnoe-obrazovanie-gosudarstvennyj-universitet---vysshaya-shkola-ekonomiki-59436.html,"Москва, Мясницкая улица, 11"
330,Системный администратор,https://www.superjob.ru/vakansii/sistemnyj-administrator-39289217.html,150000.0,,superjob.ru/,Эссистэнс Сервисес,https://www.superjob.ru/clients/essistens-servises-3962391.html,Москва
331,Специалист службы поддержки с техническими знаниями (Контест),https://www.superjob.ru/vakansii/specialist-sluzhby-podderzhki-s-tehnicheskimi-znaniyami-39678861.html,15000.0,,superjob.ru/,Яндекс,https://www.superjob.ru/clients/yandeks-3237849.html,Москва
332,QA Automation Engineer,https://www.superjob.ru/vakansii/qa-automation-engineer-39283375.html,100000.0,,superjob.ru/,Лидер тестирования,https://www.superjob.ru/clients/lider-testirovaniya-4135178.html,Москва
333,Senior Java developer,https://www.superjob.ru/vakansii/senior-java-developer-39469930.html,300000.0,,superjob.ru/,БиДжи,https://www.superjob.ru/clients/bidzhi-4222233.html,Москва
334,Системный администратор Linux,https://www.superjob.ru/vakansii/sistemnyj-administrator-linux-39593415.html,150000.0,150000.0,superjob.ru/,COZY HOME,https://www.superjob.ru/clients/cozy-home-2942737.html,"Москва, Ленинградский проспект, 80к37"
335,Разработчик SQL,https://www.superjob.ru/vakansii/razrabotchik-sql-38468654.html,150000.0,150000.0,superjob.ru/,Первая Экспедиционная Компания,https://www.superjob.ru/clients/pervaya-ekspedicionnaya-kompaniya-155201.html,"Москва, 1-й Вязовский проезд, Кузьминки и ещё 9 станций"
336,Инженер-программист,https://www.superjob.ru/vakansii/inzhener-programmist-39369482.html,,90000.0,superjob.ru/,,,"Москва, Тимирязевская улица, 1стр2, Дмитровская"
337,Специалист службы поддержки (с техническими знаниями),https://www.superjob.ru/vakansii/specialist-sluzhby-podderzhki-37984527.html,15000.0,,superjob.ru/,Яндекс,https://www.superjob.ru/clients/yandeks-3237849.html,Москва
338,DevOps,https://www.superjob.ru/vakansii/devops-39273620.html,,150000.0,superjob.ru/,Препейд Солюшенс,https://www.superjob.ru/clients/prepejd-solyushens-4142284.html,Москва
339,DevOps-инженер,https://www.superjob.ru/vakansii/devops-inzhener-39363287.html,200000.0,,superjob.ru/,Группа компаний МАСКОМ,https://www.superjob.ru/clients/gruppa-kompanij-maskom-173090.html,"Москва, улица Горбунова, 2с5"
340,Ведущий программист С++,https://www.superjob.ru/vakansii/veduschij-programmist-s-39274370.html,170000.0,200000.0,superjob.ru/,Смартико,https://www.superjob.ru/clients/smartiko-2736725.html,Москва
341,Специалист по обработке данных,https://www.superjob.ru/vakansii/specialist-po-obrabotke-dannyh-39699230.html,65000.0,80000.0,superjob.ru/,Экспертно-аналитический центр МПГУ,https://www.superjob.ru/clients/ekspertno-analiticheskij-centr-mpgu-3995258.html,"Москва, проспект Вернадского, 88"
342,Data engineer,https://www.superjob.ru/vakansii/data-engineer-39698739.html,,400000.0,superjob.ru/,Эссистэнс Сервисес,https://www.superjob.ru/clients/essistens-servises-3962391.html,Москва
343,Web-разработчик,https://www.superjob.ru/vakansii/web-razrabotchik-35121873.html,130000.0,,superjob.ru/,МПО Электромонтаж,https://www.superjob.ru/clients/mpo-elektromontazh-3917482.html,"Москва, Планерная улица, Планерная"
344,Senior DevOps Engineer,https://www.superjob.ru/vakansii/senior-devops-engineer-39696103.html,450000.0,540000.0,superjob.ru/,Naviteq,https://www.superjob.ru/clients/naviteq-4233069.html,Москва
345,DevOps Engineer,https://www.superjob.ru/vakansii/devops-engineer-39452841.html,150000.0,,superjob.ru/,БЭСТ,https://www.superjob.ru/clients/best-573407.html,"Москва, Волгоградский проспект, 32к12"
346,Тестировщик ПО и радиоустройств,https://www.superjob.ru/vakansii/testirovschik-po-i-radioustrojstv-39444304.html,,105000.0,superjob.ru/,Смартико,https://www.superjob.ru/clients/smartiko-2736725.html,"Москва, Ленинский проспект и ещё 2 станции"
347,Системный администратор (Windows Linux),https://www.superjob.ru/vakansii/sistemnyj-administrator-39261289.html,,100000.0,superjob.ru/,КГ ПрофиМэн,https://www.superjob.ru/clients/kg-profimen-236675.html,"Москва, Нагатинская"
348,Системный аналитик СУМ,https://www.superjob.ru/vakansii/sistemnyj-analitik-sum-39527250.html,,300000.0,superjob.ru/,Lion Recruitment,https://www.superjob.ru/clients/lion-recruitment-4146235.html,Москва
349,BI-аналитик (удаленно / офис),https://www.superjob.ru/vakansii/bi-analitik-39338173.html,,150000.0,superjob.ru/,Консалтинговая компания,https://www.superjob.ru/clients/konsaltingovaya-kompaniya-3826903.html,Москва
350,Data scientist (разработка моделей оценки кредитного риска для клиентов корпоративного бизнеса),https://www.superjob.ru/vakansii/data-scientist-39527206.html,,300000.0,superjob.ru/,Lion Recruitment,https://www.superjob.ru/clients/lion-recruitment-4146235.html,Москва
351,Программист С#,https://www.superjob.ru/vakansii/programmist-s-39514114.html,100000.0,,superjob.ru/,Технопарк «Сколково»,https://www.superjob.ru/clients/tehnopark-skolkovo-3749932.html,Москва
352,Системный администратор,https://www.superjob.ru/vakansii/sistemnyj-administrator-38671598.html,80000.0,,superjob.ru/,ЭКО центр,https://www.superjob.ru/clients/eko-centr-71817.html,"Москва, Нагорная улица, 4А"
353,Помощник DevOps Engineer,https://www.superjob.ru/vakansii/pomoschnik-devops-engineer-39414685.html,50000.0,,superjob.ru/,Future Search,https://www.superjob.ru/clients/future-search-4207716.html,Москва
354,Специалист 1 разряда отдела мониторинга функционирования АИС ФНС России,https://www.superjob.ru/vakansii/specialist-1-razryada-otdela-monitoringa-funkcionirovaniya-ais-fns-rossii-38482723.html,45000.0,,superjob.ru/,МИ ФНС России по ЦОД,https://www.superjob.ru/clients/mi-fns-rossii-po-cod-2759969.html,"Москва, Походный проезд, Сходненская, Трикотажная"
355,Администратор баз данных,https://www.superjob.ru/vakansii/administrator-baz-dannyh-39491040.html,250000.0,,superjob.ru/,КБ Проминжиниринг,https://www.superjob.ru/clients/kb-prominzhiniring-4167791.html,"Москва, улица Твардовского, 8"
356,Backend Engineer / Data Engineer / Vision ML Engineer,https://www.superjob.ru/vakansii/backend-engineer-39492900.html,150000.0,175000.0,superjob.ru/,Longevity InTime,https://www.superjob.ru/clients/longevity-intime-4186428.html,Москва
357,Программист,https://www.superjob.ru/vakansii/programmist-36989456.html,60000.0,,superjob.ru/,РОСРЕЕСТР Управление Росреестра по Москве,https://www.superjob.ru/clients/rosreestr-upravlenie-rosreestra-po-moskve-650116.html,"Москва, Большая Тульская улица, 15"
358,Старший разработчик MS SQL + C#.net/удаленно,https://www.superjob.ru/vakansii/starshij-razrabotchik-ms-sql-39388444.html,,210000.0,superjob.ru/,Консалтинговая компания,https://www.superjob.ru/clients/konsaltingovaya-kompaniya-3826903.html,Москва
359,Аналитик,https://www.superjob.ru/vakansii/analitik-39398148.html,95000.0,115000.0,superjob.ru/,Проектная дирекция Министерства строительства и жилищно-коммунального хозяйства Российской Федерации,https://www.superjob.ru/clients/proektnaya-direkciya-ministerstva-stroitelstva-i-zhilischno-kommunalnogo-hozyajstva-rossijskoj-federacii-3842206.html,"Москва, Трубная, Цветной бульвар"
360,"QA-специалист (Тестировщик, удаленная работа)",https://www.superjob.ru/vakansii/qa-specialist-39566025.html,,110000.0,superjob.ru/,"""Авиакомпания ""ЮТэйр""",https://www.superjob.ru/clients/aviakompaniya-yutejr-239795.html,Москва
361,DevOps-инженер,https://www.superjob.ru/vakansii/devops-inzhener-39301870.html,,200000.0,superjob.ru/,МЕДИКАЛ НОУТ,https://www.superjob.ru/clients/medikal-nout-3934279.html,"Москва, Головинское шоссе, 5к1, Водный стадион"
362,Программист 1С,https://www.superjob.ru/vakansii/programmist-1s-39395114.html,50000.0,,superjob.ru/,Медицинский колледж № 7,https://www.superjob.ru/clients/medicinskij-kolledzh-7-2974144.html,Москва
